.hack Legend of the Twilight,"Hamazaki, Tatsuya","Izumi, Rei",Carlsen,abgeschlossen,3,3,de,Fantasy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/117.jpg,,
Fesseln der Liebe,Shiraishi. Yuki,Shiraishi. Yuki,Tokyopop,abgeschlossen,4,3,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/55309-w5eYjOYTOEC9.png,,
Fire Force,"Ookubo, Atsushi","Ookubo, Atsushi",Tokyopop,laufend,,7,de,Action,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx86310-OraykJ8bRNTr.jpg,,
FoodWars,,,Carlsen,laufend,,21,de,Sports,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/45757-Sw2eGiajIxyo.jpg,,
Frühling Sommer Herbst und Winter,,,Egmont,abgeschlossen,1,1,de,Yuri,,,
Fullmetal Alchemist,"Arakawa, Hiromu","Arakawa, Hiromu",Panini,abgeschlossen,27,19,de,Adventure,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/25-imy9GeynfS89.jpg,,
Fullmetal Alchemist,"Arakawa, Hiromu","Arakawa, Hiromu",,abgeschlossen,27,4,jp,Adventure,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/25-imy9GeynfS89.jpg,,
Fullmetal Alchemist - Novel,"Inoue, Makoto","Arakawa, Hiromu",Viz Media,abgeschlossen,7,1,eng,Adventure,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/4658.jpg,,
Fullmetal Alchemist Perfect Edition,"Arakawa, Hiromu","Arakawa, Hiromu",Viz Media,,,1,eng,Adventure,,,
Fullmoon wo Sagashite,"Tanemura, Arina","Tanemura, Arina",Egmont,abgeschlossen,7,7,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/8-3Z2gmgoKhN6L.png,,
Futaribeya,Yukiko,Yukiko,Tokyopop,laufend,,4,eng,Yuri,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/56244-V8y4MLfSM3Gy.jpg,,
Gakuen Polizi,,,Seven Seas,abgeschlossen,2,2,eng,Yuri,,,
Gals!,"Fujii, Mihona","Fujii, Mihona",Egmont,abgeschlossen,10,10,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx30089-GhAXx8Re8nRm.jpg,,
Gamers!,"Aoi, Sekina","Takahshi, Tsubasa",altraverse,laufend,-,3,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx98786-rDK3Py0g8vSV.jpg,,
Geliebte Mangaka,"Kodama, Naoko","Kodama, Naoko",Tokyopop,abgeschlossen,1,1,de,Yuri,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/29513.jpg,,
Ghost in the Shell,,,Panini,,,1,de,,,,
Gib mir Liebe,"Minami, Kanan","Minami, Kanan",Tokyopop,abgeschlossen,8,8,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/828.jpg,,
Girl Friends Complete Collection,,,Seven Seas,abgeschlossen,2,2,eng,Yuri,,,
Girls love: Shojo bigaku,,,Egmont,abgeschlossen,1,1,eng,Yuri,,,
Girls und Panzer,"Saitaniya, Ryouichi","Saitaniya, Ryouichi",Egmont,abgeschlossen,4,4,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/42223.jpg,,
Girls und Panzer little Army,Tsuchii,Tsuchii,Egmont,abgeschlossen,2,2,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/42209.jpg,,
Go! Virginal,,,Egmont,abgeschlossen,2,2,de,Shojo,,,
Goblin Slayer,"Kagyu, Kumo","Korose, Kousuke",altraverse,laufend,-,6,de,Action,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/57321-dFsbpC0uTJDK.jpg,,
Goblin Slayer: Brand New Day,"Kagyu, Kumo","Ikeno, Masahiro",altraverse,abgeschlossen,2,1,de,Action,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/n101863-mGwXBsNP4Q5u.png,,
Goblin Slayer Year One,"Kagyu, Kumo","Sakaeda, Kento",altraverse,laufend,,1,de,Action,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx100117-HWPGhRu19f3g.jpg,,
Golden Tales,,,Egmont,abgeschlossen,1,1,de,Fantasy,,,
Goth,,,Egmont,abgeschlossen,1,1,de,Horror,,,
Grimms Manga,"Ishiyama, Kei","Ishiyama, Kei",Tokyopop,abgeschlossen,2,2,de,Fantasy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/7763-3vrIzHVl2f4l.jpg,,
Gunslinger Girl,"Aida, Yu","Aida, Yu",Egmont,abgeschlossen,15,15,de,Drama,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx30649-6gV5xzVwv2YA.jpg,,
Gute Nacht Punpun,"Asano, Inio","Asano, Inio",Tokyopop,abgeschlossen,13,13,de,Drama,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx34632-14deknANZitb.png,,
"Guten Morgen, Dornröschen",,,Egmont,,,3,de,Mystery,,,
Haikyu!!,"Furudate, Haruichi","Furudate, Haruichi",Kazé,laufend,,13,de,Sports,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/35243.jpg,,
Hana & Hina After School,,,Seven Seas,abgeschlossen,3,3,eng,Yuri,,,
Happy Marriage?,,,Tokyopop,abgeschlossen,5,5,de,Shojo,,,
Haus der Sonne,Taamo,Taamo,Tokyopop,abgeschlossen,13,13,de,Shojo,https://www.tokyopop.de/manga/media/image/41/42/e8/haus-der-sonne-cover-01.jpg,,
Hausarrest ab 19:00!,,,Tokyopop,abgeschlossen,2,2,de,Shojo,,,
Hetalia Axis Powers,,,Tokyopop,,,1,de,Comedy,,,
Highschool Girls,,,Egmont,abgeschlossen,2,2,de,Yuri,,,
Highschool of the Dead,,,Carlsen,,,1,de,Action,,,
Hikaru no Go,,,Carlsen,abgeschlossen,23,23,de,Sports,,,
Himouto! Umaru-chan,,,,abgeschlossen,12,12,jp,Slice of Life,,,
Himouto! Umaru-chan S,,,,laufend,,1,jp,Slice of Life,,,
Hina & Gen,,,Tokyopop,,2,1,de,Shojo,,,
Hinamatsuri,"Ohtake, Masao","Ohtake, Masao",One Peace Books,laufend,,4,eng,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/36413.jpg,,
Hitotsubana,,,Carlsen,,,1,de,Drama,,,
Hiyokoi,,,Tokyopop,abgeschlossen,14,14,de,Shojo,,,
Honey x Honey Drops,,,Tokyopop,abgeschlossen,4,4,de,Shojo,,,
Horimiya,,,Tokyopop,,,11,de,Slice of Life,,,
Ich will dich weinen sehen,"Fumio, Aya","Fumio, Aya",altraverse,laufend,-,3,de,Yuri,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/99114-tKtQ6961HtTp.jpg,,
"Ich wünschte, ich könnte fliegen",,,Tokyopop,abgeschlossen,3,3,de,Shojo,,,
In/Spectre,"Shirodaira, Kyou","Takase, Chashiba",Tokyopop,laufend,,6,de,Mystery,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/86199-WYJVbu3Gi2Pl.jpg,,
Independent,,,Egmont,,,2,de,Shojo,,,
ION,,,Egmont,abgeschlossen,1,1,de,Shojo,,,
Jojo Part 1,,,Viz-Media,abgeschlossen,3,3,eng,Adventure,,,
Jojo Part 2,,,Viz-Media,abgeschlossen,4,4,eng,Adventure,,,
Jojo Part 3,,,Viz-Media,abgeschlossen,10,10,eng,Adventure,,,
Kaguya-sama,,,Viz-Media,laufend,-,9,eng,,,,
Kaikan Phrase,,,Egmont,,,2,de,Shojo,,,
Kakegurui,"Kawamoto, Homura","Naomura, Toru",Altraverse,laufend,-,7,de,Mystery,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/55793-kP53HC3Wkr9x.jpg,,
Kamikaze Kaito Jeanne,,,Egmont,abgeschlossen,7,7,de,Shojo,,,
Kamikaze Kaito Jeanne Pefect Edition,,,,,,3,jap,Shojo,,,
Kare First Love,,,Egmont,,,7,de,Shojo,,,
Kase-san,,,Seven Seas,,,5,eng,Yuri,,,
Kashimashi,,,Seven Seas,abgeschlossen,5,5,eng,Yuri,,,
Kein Dad wie jeder andere,,,altraverse,,,4,de,Shojo,,,
Keine Cheats für die Liebe,Fujita,Fujita,altraverse,laufend,-,6,de,Slice of Life,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/56717-59h5FtcIm2UU.jpg,,
Kemono Friends,,,Tokyopop,,,2,de,,,,
Kimi ni Todoke,,,Tokyopop,,,4,de,Shojo,,,
Kindred Spirits on the Roof: Complete,,,Seven Seas,abgeschlossen,1,1,eng,Yuri,,,
Kingdom Hearts,,,Egmont,abgeschlossen,4,4,de,Fantasy,,,
Kiss and Regret,,,Egmont,abgeschlossen,1,1,de,Shojo,,,
Kiss and White Lily for My Dearest Girl,,,Yen Press,laufend,,9,eng,Yuri,,,
"Kisses, Sighs, and Cherry Blossom Pink",,,Seven Seas,abgeschlossen,1,1,eng,Yuri,,,
Kitchen Princess Omnibus,,,Kodansha,abgeschlossen,4,4,eng,Shojo,,,
Kobayashi-san chi no Maid Dragon,,,Seven Seas,,,7,eng,Slice of Life,,,
Kobayashi-san chi no Maid Dragon: Kanna's Daily Life,,,Seven Seas,,,1,eng,Slice of Life,,,
Koko Debut,,,Egmont,,,15,de,Shojo,,,
Komi can't communicate,,,,,,1,eng,Comedy,,,
"Komi-san wa, Comyushou desu.","Oda, Tomohito","Oda, Tomohito",Shounen Sunday,laufend,-,1,jp,Comedy,,,
K-ON!,,,Carlsen,abgeschlossen,,4,de,Slice of Life,,,
K-ON! College,,,Carlsen,,,1,de,Slice of Life,,,
K-ON! College,,,KR,,,1,jp,Slice of Life,,,
K-ON! Highschool,,,Carlsen,,,1,de,Slice of Life,,,
Konditorin Kosaki,,,Kazé,abgeschlossen,4,2,de,Comedy,,,
Kuro,,,Tokyopop,,,2,de,Mystery,,,
Kuss um Mitternacht,"Mikimoto, Rin","Mikimoto, Rin",Tokyopop,laufend,,8,de,Shojo,https://www.tokyopop.de/manga/media/image/f7/c3/8c/kuss-um-mitternacht-cover-01.jpg,,
Lady Snowblood,,,Carlsen,,,2,de,Action,,,
Last Exit Love,"Sakai, Mayu","Sakai, Mayu",Tokyopop,,,5,de,Shojo,https://www.tokyopop.de/manga/media/image/f1/9d/3b/last-exit-love-cover-01.jpg,,
Liebeslügen,"Aoki, Kotomi","Aoki, Kotomi",Egmont,abgeschlossen,22,15,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx42418-m3rgVHCjxmeo.jpg,,
Lion and Bride,"Sakurano, Mika","Sakurano, Mika",Tokyopop,abgeschlossen,3,1,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/57266-6pqrtqubko4p.jpg,,
Live Trees Guardian,,,Tokyopop,abgeschlossen,5,5,de,Shojo,,,
Living with Matsunaga,,,Egmont,,,3,de,Shojo,,,
Love & Lies,"Musawo, Tsumugi","Musawo, Tsumugi",Kazé,laufend,,5,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/55566-FaAnb6mdjxOY.jpg,,
Love Beast,,,Tokyopop,abgeschlossen,3,3,de,Shojo,,,
Love Cotton,,,Tokyopop,abgeschlossen,6,6,de,Shojo,,,
Lovecrafts der Hund und andere Geschichten,,,Carlsen,,,1,de,Mystery,,,
Love Hina,,,Egmont,abgeschlossen,14,14,de,Comedy,,,
Love Live,"Kimino, Sakurako","Tokita, Arumi",Egmont,laufend,,5,de,Slice of Life,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/48251.jpg,,
Love Live! Diary,,,Egmont,laufend,,4,de,Slice of Life,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/92855-hbsvFHvtWX0i.jpg,,
Lovely Notes,"Ayase, Umi","Ayase, Umi",Tokyopop,abgeschlossen,2,2,de,Shojo,https://www.tokyopop.de/manga/media/image/8f/a4/cb/lovely-notes-cover-01_250x374.jpg,,
Lucky Star,,,Bandai,,,6,eng,Slice of Life,,,
Made in Abyss,"Tsukushi, Akihito","Tsukushi, Akihito",altraverse,laufend,-,7,de,Adventure,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/56551-XKPbYyHLBtzD.jpg,,
Madoka Magica,,,Carlsen,abgeschlossen,3,3,de,,,,
Magi,"Ohtaka, Shinobu","Ohtaka, Shinobu",Kazé,abgeschlossen,37,37,de,Fantasy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/14790-Gep4QAni2F9Z.jpg,,
Magic Knight Rayearth,,,Carlsen,abgeschlossen,6,6,de,Isekai,,,
Magic Shoe Shop,,,Tokyopop,abgeschlossen,1,1,de,Shojo,,,
Magister Negi Magi,,,Egmont,abgeschlossen,38,38,de,Fantasy,,,
Magister Negi Magi Neo,,,Egmont,,,1,de,Fantasy,,,
Maid Sama,,,Carlsen,,,1,de,Shojo,,,
Maiden Spirit Zakuro,"Hoshino, Lily","Hoshino, Lily",Tokyopop,laufend,,6,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/9084.jpg,,
Manga Love Story for Ladies,,,Carlsen,abgeschlossen,2,2,de,,,,
Manga Love Stoy,"Katsu, Aki","Katsu, Aki",Carlsen,laufend,,72,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/318.jpg,,
Mashima-En,,,Carlsen,abgeschlossen,1,1,de,Fantasy,,,
Meine lesbische Erfahrung mit Einsamkeit,,,Carlsen,,,1,de,,,,
Meine unerwiederte Liebe,,,altraverse,,,1,de,Yuri,,,
Mein Prinz vom anderen Stern,,,Tokyopop,,,1,de,Shojo,,,
Merry Bad End,"Sakai, Mayu","Sakai, Mayu",Tokyopop,abgeschlossen,1,1,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx85923-TbnTRvfLKIQM.jpg,,
Merupuri,,,Egmont,,,2,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/665-EtaqsLwos8eV.png,,
Milk Crown,"Mizuto, Aqua","Mizuto, Aqua",Egmont,abgeschlossen,2,2,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/1310.jpg,,
Milk Crown H,"Mizuto, Aqua","Mizuto, Aqua",Egmont,abgeschlossen,5,5,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/1311.jpg,,
Miracles of Love,"Sakisaka, Io","Sakisaka, Io",Tokyopop,,,9,de,Shojo,https://www.tokyopop.de/manga/media/image/87/a8/93/miracles-of-love-cover-01581c6113f21d6.jpg,,
Mistress Fortune,"Tanemura, Arina","Tanemura, Arina",Tokyopop,abgeschlossen,1,1,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/7462.jpg,,
Miyako,"Kumagai, Kyoko","Kumagai, Kyoko",Tokyopop,abgeschlossen,10,10,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/55354-5ikrSNJPq7Zv.jpg,,
Miyuki-chan im Wunderland,Clamp,Clamp,Egmont,abgeschlossen,1,1,de,Fantasy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx30452-ev2zqWaQf7Nr.jpg,,
Momo,"Sakai, Mayu","Sakai, Mayu",Tokyopop,abgeschlossen,7,7,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/9720-H8fjLWshz5gD.jpg,,
Monochrome Kids,"Fukushima, Haruka","Fukushima, Haruka",Egmont,abgeschlossen,1,1,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx41782-R1D7UTf80P0p.jpg,,
Monstar Attack,DuO,DuO,Egmont,abgeschlossen,2,2,de,Shojo,"https://images-na.ssl-images-amazon.com/images/I/61TMP92R4EL._SX317_BO1,204,203,200_.jpg",,
Monster Hunter Orage,"Mashima, Hiro","Mashima, Hiro",Carlsen,abgeschlossen,4,4,de,Fantasy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/6097.jpg,,
Monster Musume,"Inui, Takemaru","Inui, Takemaru",Kazé,laufend,,1,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/36213-jKcSZ2hU9ZOb.jpg,,
Monster Soul,"Mashima, Hiro","Mashima, Hiro",Carlsen,abgeschlossen,2,2,de,Fantasy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/4358.jpg,,
Monthly Girls' Nozaki-Kun,"Tsubaki, Izumi","Tsubaki, Izumi",Yen Press,laufend,,1,eng,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx59211-ltc4FW9inrms.jpg,,
Motokare Retry,"Hanaya, En","Hanaya, En",Carlsen,abgeschlossen,7,5,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/94707-rypaUVP5kSFD.jpg,,
Mushroom Girls in Love,"Murayama, Kei","Murayama, Kei",Seven Seas,abgeschlossen,1,1,eng,Yuri,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/90036-DN0l8tAPCZbm.jpg,,
My beloved Saki,"Akuta, Fumie","Akuta, Fumie",Tokyopop,abgeschlossen,1,1,de,Yuri,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx108365-crfQbjYBTUj3.png,,
My Hero Academia,"Horikoshi, Kouhei","Horikoshi, Kouhei",Carlsen,laufend,,8,de,Action,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/55486-ut4ycwzuWEMF.png,,
My Hero Academia Smash!!,"Neda, Hirofumi","Neda, Hirofumi",Carlsen,abgeschlossen,5,1,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx86652-H37PDPi69z5F.jpg,,
My lesbian Experience with Loneliness,"Nagata, Kabi","Nagata, Kabi",Seven Seas,abgeschlossen,3,3,eng,Yuri,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx87459-Ft79QwBkqJUb.jpg,,
My little Monster,Robico,Robico,Egmont,abgeschlossen,13,7,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx43702-poPxKDtUeBWj.jpg,,
My magic Fridays,"Tanemura, Arina","Tanemura, Arina",Tokyopop,abgeschlossen,11,11,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/46152-QsLllB28CoIN.jpg,,
My Santa Forever,"Akamatsu, Ken","Akamatsu, Ken",Tokyopop,abgeschlossen,1,1,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/1607.jpg,,
My World is you,"Sakisaka, Io","Sakisaka, Io",Tokyopop,abgeschlossen,1,1,de,Shojo,"https://images-na.ssl-images-amazon.com/images/I/51TLRH71lzL._SX333_BO1,204,203,200_.jpg",,
Nameless Asterism,"Kobayashi, Kina","Kobayashi, Kina",Seven Seas,abgeschlossen,5,3,eng,Yuri,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/97127-6uPmRymVZNwa.jpg,,
Nana to Kaoru,"Amazume, Ryuta","Amazume, Ryuta",Panini,abgeschlossen,18,18,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/5994.jpg,,
Nana to Kaouro Black Label,"Amazume, Ryuta","Amazume, Ryuta",Panini,abgeschlossen,5,5,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/21151.jpg,,
Naruto,"Kishimoto, Masashi","Kishimoto, Masashi",Carlsen,abgeschlossen,72,72,de,Action,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx30011-9yUF1dXWgDOx.jpg,,
"Naruto Rin,Hyo,To","Kishimoto, Masashi","Kishimoto, Masashi",Carlsen,abgeschlossen,3,3,de,Action,"https://images-na.ssl-images-amazon.com/images/I/51trOp8eHfL._SX326_BO1,204,203,200_.jpg",,
Neon Genesis Evangelion,"Sadamoto, Yoshiyuki","Sadamoto, Yoshiyuki",Carlsen,abgeschlossen,14,1,de,,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/698-gyYMTNVJ6h5O.jpg,,
"Neunzehn, Einundzwanzig",Yohan & Zhena,Yohan & Zhena,Tokyopop,abgeschlossen,2,2,de,Shojo,"https://images-na.ssl-images-amazon.com/images/I/51pciPFyvyL._SX333_BO1,204,203,200_.jpg",,
Nine Puzzle,"Sakai, Mayu","Sakai, Mayu",Tokyopop,abgeschlossen,2,2,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/1027.jpg,,
Nisekoi,"Komi, Naoshi","Komi, Naoshi",Kazé,abgeschlossen,25,13,de,Comedy,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/31499.jpg,,
Noah!,"Shibano, Yuka","Shibano, Yuka",Tokyopop,abgeschlossen,3,3,de,Shojo,https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/35481.jpg,,
Now Loading…!,,,,,,1,,,https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx98533-ei3nBQmYGLaT.jpg,,
